0 4 2.30e+01, 2.90e-01, 3.00e+00, r integrated from 0 to 30.000000 

nf=5	N_CHEB=48	N_DATA=181.

    5.466e+03 (30.706), in 6.5e-01 sec
191 4 2.82e+01, 2.37e-01, 2.85e-01,     2.945e+02 (1.654), in 3.2e-02 sec
192 4 2.82e+01, 2.36e-01, 2.83e-01,     2.939e+02 (1.651), in 3.2e-02 sec
193 4 2.82e+01, 2.36e-01, 2.82e-01,     2.938e+02 (1.650), in 3.3e-02 sec
194 4 2.82e+01, 2.36e-01, 2.82e-01,     2.938e+02 (1.650), in 3.2e-02 sec
195 4 2.82e+01, 2.36e-01, 2.82e-01,     2.938e+02 (1.650), in 3.1e-02 sec
196 4 2.82e+01, 2.36e-01, 2.82e-01,     2.938e+02 (1.650), in 3.2e-02 sec
197 4 2.82e+01, 2.36e-01, 2.82e-01,     2.938e+02 (1.650), in 3.1e-02 sec
198 4 2.82e+01, 2.36e-01, 2.82e-01,     2.938e+02 (1.650), in 3.3e-02 sec
199 4 2.82e+01, 2.36e-01, 2.82e-01,     2.938e+02 (1.650), in 3.1e-02 sec
200 4 2.83e+01, 2.35e-01, 2.72e-01,     2.934e+02 (1.648), in 3.3e-02 sec
201 4 2.84e+01, 2.35e-01, 2.67e-01,     2.934e+02 (1.648), in 3.1e-02 sec
202 4 2.84e+01, 2.35e-01, 2.67e-01,     2.934e+02 (1.648), in 3.2e-02 sec
203 4 2.84e+01, 2.35e-01, 2.67e-01,     2.934e+02 (1.648), in 3.2e-02 sec
204 4 2.84e+01, 2.35e-01, 2.67e-01,     2.934e+02 (1.648), in 3.2e-02 sec
205 4 2.84e+01, 2.35e-01, 2.67e-01,     2.934e+02 (1.648), in 3.2e-02 sec
206 4 2.84e+01, 2.35e-01, 2.67e-01,     2.934e+02 (1.648), in 3.2e-02 sec
207 4 2.84e+01, 2.35e-01, 2.67e-01,     2.934e+02 (1.648), in 3.1e-02 sec
208 4 2.84e+01, 2.35e-01, 2.66e-01,     2.934e+02 (1.648), in 3.2e-02 sec
209 4 2.84e+01, 2.35e-01, 2.66e-01,     2.934e+02 (1.648), in 3.1e-02 sec
210 4 2.84e+01, 2.35e-01, 2.66e-01,     2.934e+02 (1.648), in 3.2e-02 sec
211 4 2.84e+01, 2.35e-01, 2.66e-01,     2.934e+02 (1.648), in 3.2e-02 sec
212 4 2.84e+01, 2.35e-01, 2.66e-01,     2.934e+02 (1.648), in 3.2e-02 sec
