1.00000e-02	3.86066e-03
1.12202e-02	4.35875e-03
1.25893e-02	4.92014e-03
1.41254e-02	5.55234e-03
1.58489e-02	6.26362e-03
1.77828e-02	7.06306e-03
1.99526e-02	7.96076e-03
2.23872e-02	8.96801e-03
2.51189e-02	1.00974e-02
2.81838e-02	1.13633e-02
3.16228e-02	1.27815e-02
3.54813e-02	1.43697e-02
3.98107e-02	1.61473e-02
4.46684e-02	1.81351e-02
5.01187e-02	2.03546e-02
5.62341e-02	2.28279e-02
6.30957e-02	2.55761e-02
7.07946e-02	2.86192e-02
7.94328e-02	3.19745e-02
8.91251e-02	3.56562e-02
1.00000e-01	3.96748e-02
1.12202e-01	4.40357e-02
1.25893e-01	4.87387e-02
1.41254e-01	5.37759e-02
1.58489e-01	5.91284e-02
1.77828e-01	6.47618e-02
1.99526e-01	7.06209e-02
2.23872e-01	7.66230e-02
2.51189e-01	8.26553e-02
2.81838e-01	8.85773e-02
3.16228e-01	9.42327e-02
3.54813e-01	9.94737e-02
3.98107e-01	1.04195e-01
4.46684e-01	1.08373e-01
5.01187e-01	1.12094e-01
5.62341e-01	1.15563e-01
6.30957e-01	1.19074e-01
7.07946e-01	1.22931e-01
7.94328e-01	1.27333e-01
8.91251e-01	1.32247e-01
1.00000e+00	1.37339e-01
1.12202e+00	1.42014e-01
1.25893e+00	1.45572e-01
1.41254e+00	1.47367e-01
1.58489e+00	1.46877e-01
1.77828e+00	1.43697e-01
1.99526e+00	1.37540e-01
2.23872e+00	1.28298e-01
2.51189e+00	1.16130e-01
2.81838e+00	1.01541e-01
3.16228e+00	8.53939e-02
