1.00000e-02	7.96077e-06
1.17490e-02	1.16299e-05
1.38038e-02	1.69986e-05
1.62181e-02	2.48720e-05
1.90546e-02	3.64560e-05
2.23872e-02	5.35563e-05
2.63027e-02	7.88625e-05
3.09030e-02	1.16346e-04
3.63078e-02	1.71823e-04
4.26580e-02	2.53779e-04
5.01187e-02	3.74630e-04
5.88844e-02	5.52652e-04
6.91831e-02	8.14875e-04
8.12831e-02	1.20102e-03
9.54993e-02	1.76818e-03
1.12202e-01	2.59554e-03
1.31826e-01	3.78818e-03
1.54882e-01	5.48035e-03
1.81970e-01	7.84049e-03
2.13796e-01	1.10831e-02
2.51189e-01	1.54938e-02
2.95121e-01	2.14734e-02
3.46737e-01	2.95937e-02
4.07380e-01	4.06426e-02
4.78630e-01	5.56498e-02
5.62341e-01	7.59234e-02
6.60693e-01	1.03095e-01
7.76247e-01	1.39141e-01
9.12011e-01	1.86321e-01
1.07152e+00	2.46966e-01
1.25893e+00	3.22988e-01
1.47911e+00	4.15021e-01
1.73780e+00	5.21171e-01
2.04174e+00	6.35679e-01
2.39883e+00	7.48332e-01
2.81838e+00	8.46005e-01
3.31131e+00	9.17278e-01
3.89045e+00	9.58479e-01
4.57088e+00	9.76015e-01
5.37032e+00	9.81254e-01
6.30957e+00	9.82659e-01
7.41310e+00	9.83440e-01
8.70964e+00	9.84178e-01
1.02329e+01	9.84914e-01
1.20226e+01	9.85650e-01
1.41254e+01	9.86386e-01
1.65959e+01	9.87123e-01
1.94984e+01	9.87859e-01
2.29087e+01	9.88595e-01
2.69153e+01	9.89331e-01
3.16228e+01	9.90068e-01
