8.17061e-02	7.91233e-02	9.66483e-03	6.21000e-07	4.50000e-02
2.83492e-01	2.82262e-01	1.06043e-02	6.62000e-05	3.50000e-01
1.09181e-01	1.10003e-01	1.19329e-02	8.97000e-07	6.50000e-02
2.65149e-01	2.57294e-01	9.04429e-03	1.30000e-04	3.50000e-01
1.08350e-01	1.10756e-01	1.08323e-02	1.02000e-06	6.50000e-02
2.51238e-01	2.39808e-01	9.35532e-03	2.20000e-04	3.50000e-01
1.34157e-01	1.34911e-01	1.29533e-02	1.17000e-06	8.50000e-02
2.30125e-01	2.39740e-01	9.04092e-03	5.00000e-04	3.50000e-01
1.33020e-01	1.29230e-01	8.78701e-03	1.34000e-06	8.50000e-02
1.90198e-01	2.01288e-01	2.23999e-02	2.51000e-03	3.50000e-01
1.31758e-01	1.25442e-01	8.93851e-03	1.56000e-06	8.50000e-02
3.75959e-01	3.52547e-01	1.81799e-02	8.83000e-06	4.00000e-01
1.62755e-01	1.63905e-01	1.60768e-02	1.51000e-06	1.10000e-01
3.68285e-01	3.70726e-01	1.35458e-02	1.10000e-05	4.00000e-01
1.61293e-01	1.64788e-01	9.31280e-03	1.73000e-06	1.10000e-01
3.61742e-01	3.56823e-01	1.21199e-02	1.33000e-05	4.00000e-01
1.59642e-01	1.56259e-01	6.27389e-03	2.02000e-06	1.10000e-01
3.53398e-01	3.54683e-01	1.03375e-02	1.70000e-05	4.00000e-01
1.57695e-01	1.49103e-01	8.33250e-03	2.43000e-06	1.10000e-01
3.44767e-01	3.35076e-01	9.62452e-03	2.20000e-05	4.00000e-01
2.03852e-01	2.25780e-01	1.89821e-02	2.07000e-06	1.50000e-01
3.27931e-01	3.29724e-01	1.39019e-02	3.68000e-05	4.00000e-01
2.01954e-01	1.98109e-01	9.62471e-03	2.36000e-06	1.50000e-01
3.00376e-01	3.20083e-01	1.17625e-02	8.83000e-05	4.00000e-01
1.99708e-01	1.99713e-01	7.21853e-03	2.76000e-06	1.50000e-01
2.79531e-01	2.87265e-01	1.06923e-02	1.76000e-04	4.00000e-01
