1.00000e-01	2.45564e-05
1.35936e-01	2.50056e-05
1.84785e-01	1.92048e-05
2.51189e-01	3.68294e-06
3.41455e-01	3.02882e-08
4.64159e-01	6.86389e-08
6.30957e-01	1.68111e-05
8.57696e-01	2.63744e-04
1.16591e+00	9.17233e-04
1.58489e+00	2.24857e-03
2.15443e+00	4.51664e-03
2.92864e+00	7.86788e-03
3.98107e+00	1.22873e-02
5.41170e+00	1.78023e-02
7.35642e+00	2.44893e-02
1.00000e+01	3.23265e-02
1.35936e+01	4.11701e-02
1.84785e+01	5.08261e-02
2.51189e+01	6.11432e-02
3.41455e+01	7.20846e-02
4.64159e+01	8.37664e-02
6.30957e+01	9.64630e-02
8.57696e+01	1.10585e-01
1.16591e+02	1.26642e-01
1.58489e+02	1.45210e-01
2.15443e+02	1.66899e-01
2.92864e+02	1.92358e-01
3.98107e+02	2.22273e-01
5.41170e+02	2.57391e-01
7.35642e+02	2.98547e-01
1.00000e+03	3.46686e-01
