1.00000e-07	1.19457e+00
1.31826e-07	1.22919e+00
1.73780e-07	1.26417e+00
2.29087e-07	1.29964e+00
3.01995e-07	1.33576e+00
3.98107e-07	1.37268e+00
5.24807e-07	1.41056e+00
6.91831e-07	1.44956e+00
9.12011e-07	1.48983e+00
1.20226e-06	1.53150e+00
1.58489e-06	1.57467e+00
2.08930e-06	1.61943e+00
2.75423e-06	1.66580e+00
3.63078e-06	1.71376e+00
4.78630e-06	1.76322e+00
6.30957e-06	1.81402e+00
8.31764e-06	1.86589e+00
1.09648e-05	1.91850e+00
1.44544e-05	1.97136e+00
1.90546e-05	2.02391e+00
2.51189e-05	2.07543e+00
3.31131e-05	2.12511e+00
4.36516e-05	2.17196e+00
5.75440e-05	2.21491e+00
7.58578e-05	2.25276e+00
1.00000e-04	2.28421e+00
1.31826e-04	2.30788e+00
1.73780e-04	2.32236e+00
2.29087e-04	2.32623e+00
3.01995e-04	2.31813e+00
3.98107e-04	2.29680e+00
5.24807e-04	2.26117e+00
6.91831e-04	2.21042e+00
9.12011e-04	2.14404e+00
1.20226e-03	2.06196e+00
1.58489e-03	1.96455e+00
2.08930e-03	1.85272e+00
2.75423e-03	1.72792e+00
3.63078e-03	1.59218e+00
4.78630e-03	1.44803e+00
6.30957e-03	1.29844e+00
8.31764e-03	1.14674e+00
1.09648e-02	9.96398e-01
1.44544e-02	8.50875e-01
1.90546e-02	7.13410e-01
2.51189e-02	5.86810e-01
3.31131e-02	4.73276e-01
4.36516e-02	3.74263e-01
5.75440e-02	2.90414e-01
7.58578e-02	2.21560e-01
