1.00000e-02	2.07841e+00
1.12202e-02	2.34029e+00
1.25893e-02	2.63451e+00
1.41254e-02	2.96435e+00
1.58489e-02	3.33304e+00
1.77828e-02	3.74361e+00
1.99526e-02	4.19856e+00
2.23872e-02	4.69958e+00
2.51189e-02	5.24706e+00
2.81838e-02	5.83953e+00
3.16228e-02	6.47300e+00
3.54813e-02	7.14027e+00
3.98107e-02	7.83017e+00
4.46684e-02	8.52692e+00
5.01187e-02	9.20972e+00
5.62341e-02	9.85275e+00
6.30957e-02	1.04257e+01
7.07946e-02	1.08954e+01
7.94328e-02	1.12277e+01
8.91251e-02	1.13914e+01
1.00000e-01	1.13617e+01
1.12202e-01	1.11249e+01
1.25893e-01	1.06819e+01
1.41254e-01	1.00504e+01
1.58489e-01	9.26479e+00
1.77828e-01	8.37287e+00
1.99526e-01	7.42993e+00
2.23872e-01	6.49085e+00
2.51189e-01	5.60235e+00
2.81838e-01	4.79720e+00
3.16228e-01	4.09196e+00
3.54813e-01	3.48846e+00
3.98107e-01	2.97808e+00
4.46684e-01	2.54702e+00
5.01187e-01	2.18062e+00
5.62341e-01	1.86609e+00
6.30957e-01	1.59335e+00
7.07946e-01	1.35498e+00
7.94328e-01	1.14565e+00
8.91251e-01	9.61542e-01
1.00000e+00	7.99968e-01
1.12202e+00	6.58970e-01
1.25893e+00	5.37010e-01
1.41254e+00	4.32705e-01
1.58489e+00	3.44630e-01
1.77828e+00	2.71226e-01
1.99526e+00	2.10814e-01
2.23872e+00	1.61690e-01
2.51189e+00	1.22235e-01
2.81838e+00	9.10022e-02
3.16228e+00	6.67232e-02
