  120.000  0.005000  1.045287  1.038113   1.72   1.72   1.81   0.50   1.41   0.54  -0.71   0.09  -0.16   0.37  -0.22  -0.16   0.08   0.04
  120.000  0.008000  0.909741  0.907959   1.77   1.77   1.42   0.42   1.23   0.42  -0.31  -0.15   0.11  -0.02  -0.09  -0.10   0.00   0.04
  120.000  0.013000  0.759748  0.759543   2.00   2.00   1.75   0.54   1.13   0.29   0.04  -1.09   0.23  -0.17  -0.07  -0.09   0.00   0.38
  120.000  0.021000  0.663825  0.664035   1.87   1.87   1.77   0.71   1.07   0.38  -0.08  -0.16   1.00  -0.43   0.11  -0.20   0.00  -0.25
  120.000  0.032000  0.578819  0.579132   2.30   2.30   2.19   0.88   1.04   0.38  -0.05  -0.48   0.12   0.12   0.40  -0.13   0.00  -1.53
  120.000  0.050000  0.472025  0.472314   2.08   2.08   5.13   0.77   1.04   0.67  -0.05   0.12  -0.27  -0.25   0.14  -0.10   0.00   4.90
  120.000  0.080000  0.436479  0.436681   1.93   1.93   4.68   0.66   1.03   0.41   0.01  -0.93   0.58  -0.18   0.03  -0.09   0.00   4.36
  120.000  0.180000  0.328099  0.328296   2.74   2.74   8.80   3.23   1.02   0.64  -0.05  -2.24  -1.32  -0.90  -0.57   0.03   0.00  -7.59
  150.000  0.003200  1.238387  1.194086   2.13   2.13   2.26   0.58   1.87   0.03   0.36  -0.88  -0.08   0.10   0.31  -0.53   0.07   0.00
  150.000  0.005000  1.049440  1.037480   1.89   1.89   1.82   0.48   1.53   0.11   0.41  -0.23   0.10   0.49  -0.32  -0.35   0.00  -0.14
  150.000  0.008000  0.890038  0.887145   1.85   1.85   1.60   0.66   1.30   0.30  -0.30  -0.39   0.05  -0.23   0.09  -0.20   0.00   0.00
  150.000  0.013000  0.805061  0.804529   2.14   2.14   1.96   0.45   1.16   0.45  -0.98  -0.96   0.18  -0.22  -0.08  -0.25   0.00  -0.27
  150.000  0.021000  0.660385  0.660590   1.97   1.97   1.89   0.63   1.09   0.49  -0.68  -0.41   0.72  -0.42   0.08   0.03   0.00   0.66
  150.000  0.032000  0.573297  0.573602   2.38   2.38   1.70   0.75   1.05   0.30  -0.71  -0.04   0.66  -0.17  -0.11  -0.26   0.00   0.28
  150.000  0.050000  0.514766  0.515182   2.21   2.21   2.35   1.32   1.04   0.58  -0.52  -0.45  -0.36   0.19   0.19  -0.09   0.00   1.29
  150.000  0.080000  0.430842  0.431238   2.01   2.01   5.00   1.01   1.03   0.52  -0.52  -0.45   0.61   0.08   0.07  -0.07   0.00   4.66
  150.000  0.180000  0.326229  0.326426   2.68   2.68   6.43   2.30   1.02   0.53  -0.55  -2.50  -1.33  -0.98  -0.37   0.00   0.00  -5.03
  200.000  0.003200  1.247744  1.162162   3.81   3.81   3.25   2.00   2.02   0.00   0.76  -1.22   0.23   0.31   0.37  -0.35   0.07   0.03
  200.000  0.005000  1.087499  1.064635   2.26   2.26   2.09   0.43   1.70   0.00   0.61  -0.79  -0.07   0.38  -0.33  -0.01   0.00   0.19
  200.000  0.008000  0.904862  0.899175   2.23   2.23   1.77   0.57   1.39   0.06   0.53   0.63   0.07   0.38  -0.19   0.06   0.00   0.01
  200.000  0.013000  0.795235  0.794111   2.20   2.20   1.48   0.24   1.20   0.06   0.32  -0.50   0.23  -0.49   0.02  -0.13   0.00  -0.21
  200.000  0.021000  0.658873  0.658973   2.73   2.73   1.77   0.70   1.10  -0.13   0.67   0.53   0.42  -0.70  -0.09  -0.10   0.00   0.07
  200.000  0.032000  0.569595  0.569893   2.81   2.81   1.93   0.52   1.05  -0.05   0.34  -0.77   0.75  -0.48   0.17  -0.02   0.00   0.91
  200.000  0.050000  0.507820  0.508226   2.77   2.77   2.43   0.49   1.03   0.34  -0.26  -0.56  -0.42  -0.25  -0.17  -0.13   0.00   1.95
  200.000  0.080000  0.433410  0.433808   2.45   2.45   2.73   0.50   1.03  -0.27  -0.74   0.13   0.45   0.37   0.28  -0.10   0.00   2.26
  200.000  0.180000  0.339356  0.339770   2.88   2.88   3.69   0.61   1.02   0.30  -0.06  -2.43  -1.23  -0.92  -0.27   0.00   0.00  -1.94
  250.000  0.005000  1.105390  1.066088   3.03   3.03   2.86   1.29   1.88   0.00   0.58  -1.57   0.06   0.35  -0.20   0.05   0.00   0.04
  250.000  0.008000  0.936948  0.927039   2.58   2.58   1.73   0.52   1.51   0.00   0.48  -0.20  -0.09   0.36  -0.15  -0.11   0.00   0.03
  250.000  0.013000  0.823526  0.821452   2.69   2.69   1.84   0.92   1.26   0.02   0.40   0.49   0.28   0.53   0.07  -0.13   0.00   0.42
  250.000  0.021000  0.644055  0.643958   3.52   3.52   1.79   0.63   1.12   0.03  -0.37  -0.82  -0.31  -0.33  -0.15  -0.02   0.00  -0.72
  250.000  0.032000  0.612077  0.612499   3.39   3.39   2.31   1.03   1.06   0.12   0.86  -0.74   0.91  -0.96  -0.03   0.06   0.00  -0.30
  250.000  0.050000  0.516427  0.516939   3.16   3.16   1.76   1.12   1.04   0.08   0.53   0.34   0.43  -0.10   0.14  -0.18   0.00  -0.34
  250.000  0.080000  0.444637  0.445145   2.77   2.77   5.11   0.31   1.03   0.09   0.97  -0.62  -0.23   0.17  -0.26  -0.07   0.00   4.85
  250.000  0.180000  0.340316  0.340734   3.21   3.21   5.63   1.11   1.02   0.06   0.50  -0.97   1.28  -0.18   0.27  -0.02   0.00  -5.15
  350.000  0.005000  1.196136  1.103183   4.37   4.37   3.47   2.70   2.00   0.00  -0.16  -0.60  -0.24   0.34   0.40  -0.02   0.00  -0.25
  350.000  0.008000  1.011458  0.988003   2.85   2.85   2.08   0.43   1.65   0.00   0.17  -0.76  -0.14   0.78   0.12  -0.37   0.04  -0.21
  350.000  0.013000  0.829480  0.824306   2.87   2.87   1.66   0.54   1.34   0.00   0.65  -0.33  -0.12   0.07  -0.13  -0.29   0.00   0.05
  350.000  0.021000  0.680117  0.679323   3.59   3.59   1.93   1.13   1.18   0.00   0.83  -0.41   0.22  -0.35  -0.14   0.05   0.00  -0.01
  350.000  0.032000  0.638958  0.639175   3.56   3.56   2.03   0.84   1.08   0.00   0.56   0.48   0.84  -0.81   0.14  -0.22   0.00  -0.52
  350.000  0.050000  0.525786  0.526405   3.38   3.38   1.92   0.56   1.04   0.00   0.81  -0.80   0.29  -0.47  -0.12  -0.09   0.00   0.82
  350.000  0.080000  0.441066  0.441669   3.17   3.17   2.61   0.64   1.03   0.00   0.52  -0.72  -0.48  -0.17   0.04  -0.08   0.00   2.08
  350.000  0.180000  0.327571  0.328180   3.55   3.55   1.60   0.36   1.02   0.00   0.23  -0.81   0.65  -0.33   0.26   0.00   0.00  -0.29
  450.000  0.008000  0.995247  0.953771   3.51   3.51   2.43   1.44   1.82   0.00  -0.20  -0.11  -0.10   0.58  -0.08  -0.12   0.27  -0.10
  450.000  0.013000  0.864165  0.854225   2.97   2.97   1.66   0.57   1.42   0.00   0.41  -0.38   0.15   0.26  -0.12  -0.07   0.00   0.07
  450.000  0.021000  0.703917  0.702097   3.56   3.56   1.59   0.80   1.20   0.00   0.23   0.55   0.12   0.16   0.07   0.07   0.00   0.20
  450.000  0.032000  0.578785  0.578785   4.25   4.25   1.83   0.25   1.10   0.00   0.68  -0.70   0.72  -0.61  -0.10   0.00   0.00  -0.49
  450.000  0.050000  0.510711  0.511308   3.44   3.44   1.54   0.53   1.04   0.00   0.34  -0.38   0.64  -0.50   0.10  -0.26   0.00   0.02
  450.000  0.080000  0.438539  0.439336   3.62   3.62   2.27   1.14   1.03   0.00   0.54  -0.53  -0.69  -0.13  -0.05  -0.06   0.00   1.31
  450.000  0.130000  0.364504  0.365191   3.79   3.79   2.31   0.99   1.02   0.00   0.85  -0.25   0.19   0.16   0.11   0.00   0.00   1.57
