 0.1607000E-03 0.7378785E+00 0.1200000E+02 0.1282990E+01 0.6812026E-01
 0.1968000E-03 0.6025258E+00 0.1200000E+02 0.1301110E+01 0.2275996E-01
 0.3200000E-03 0.3705534E+00 0.1200000E+02 0.1217580E+01 0.1749217E-01
 0.5000000E-03 0.2371541E+00 0.1200000E+02 0.1129482E+01 0.1531682E-01
 0.2008000E-03 0.7381541E+00 0.1500000E+02 0.1311769E+01 0.6017787E-01
 0.2460000E-03 0.6025258E+00 0.1500000E+02 0.1384071E+01 0.2583946E-01
 0.3200000E-03 0.4631917E+00 0.1500000E+02 0.1289088E+01 0.2097639E-01
 0.5000000E-03 0.2964427E+00 0.1500000E+02 0.1205524E+01 0.1637226E-01
 0.8000000E-03 0.1852767E+00 0.1500000E+02 0.1104149E+01 0.1380234E-01
 0.1300000E-02 0.1140164E+00 0.1500000E+02 0.9665272E+00 0.1255694E-01
 0.2000000E-02 0.7411067E-01 0.1500000E+02 0.8639436E+00 0.1142930E-01
 0.3200000E-02 0.4631917E-01 0.1500000E+02 0.7743303E+00 0.1253211E-01
 0.5000000E-02 0.2964427E-01 0.1500000E+02 0.6975446E+00 0.8472815E-02
 0.1000000E-01 0.1482213E-01 0.1500000E+02 0.5820010E+00 0.6432801E-02
 0.3200000E-01 0.4631917E-02 0.1500000E+02 0.4652704E+00 0.1553057E-01
 0.2460000E-03 0.7230309E+00 0.1800000E+02 0.1358158E+01 0.6341518E-01
 0.3200000E-03 0.5558301E+00 0.1800000E+02 0.1401657E+01 0.3124924E-01
 0.5000000E-03 0.3557312E+00 0.1800000E+02 0.1253711E+01 0.1691774E-01
 0.8000000E-03 0.2223320E+00 0.1800000E+02 0.1140423E+01 0.1451264E-01
 0.1300000E-02 0.1368197E+00 0.1800000E+02 0.1022570E+01 0.1329542E-01
 0.2000000E-02 0.8893280E-01 0.1800000E+02 0.9154740E+00 0.1227506E-01
 0.3200000E-02 0.5558300E-01 0.1800000E+02 0.8068982E+00 0.1128554E-01
 0.5000000E-02 0.3557312E-01 0.1800000E+02 0.7250292E+00 0.9122026E-02
 0.1000000E-01 0.1778656E-01 0.1800000E+02 0.5998353E+00 0.9515103E-02
 0.3200000E-01 0.5558300E-02 0.1800000E+02 0.4623130E+00 0.1530740E-01
 0.3347000E-03 0.7380806E+00 0.2500000E+02 0.1440016E+01 0.7783743E-01
 0.4100000E-03 0.6025258E+00 0.2500000E+02 0.1417821E+01 0.3217384E-01
 0.5000000E-03 0.4940711E+00 0.2500000E+02 0.1383707E+01 0.2487444E-01
 0.8000000E-03 0.3087945E+00 0.2500000E+02 0.1244099E+01 0.1814326E-01
 0.1300000E-02 0.1900274E+00 0.2500000E+02 0.1098031E+01 0.1481729E-01
 0.2000000E-02 0.1235178E+00 0.2500000E+02 0.1004299E+01 0.1431682E-01
 0.3200000E-02 0.7719862E-01 0.2500000E+02 0.8803803E+00 0.1291915E-01
 0.5000000E-02 0.4940712E-01 0.2500000E+02 0.7567089E+00 0.1133313E-01
 0.8000000E-02 0.3087945E-01 0.2500000E+02 0.6713468E+00 0.1038543E-01
 0.1580000E-01 0.1563516E-01 0.2500000E+02 0.5578923E+00 0.7895288E-02
 0.5000000E-01 0.4940711E-02 0.2500000E+02 0.4606771E+00 0.1603036E-01
 0.5740000E-03 0.6025258E+00 0.3500000E+02 0.1515065E+01 0.3501932E-01
 0.8000000E-03 0.4323123E+00 0.3500000E+02 0.1371420E+01 0.1702618E-01
 0.1300000E-02 0.2660383E+00 0.3500000E+02 0.1196001E+01 0.1256169E-01
 0.2000000E-02 0.1729249E+00 0.3500000E+02 0.1058569E+01 0.1234904E-01
 0.3200000E-02 0.1080781E+00 0.3500000E+02 0.9433610E+00 0.1181406E-01
 0.5000000E-02 0.6916996E-01 0.3500000E+02 0.8319268E+00 0.9959114E-02
 0.8000000E-02 0.4323122E-01 0.3500000E+02 0.7148743E+00 0.9104036E-02
 0.1300000E-01 0.2660383E-01 0.3500000E+02 0.6299946E+00 0.9091944E-02
 0.2510000E-01 0.1377888E-01 0.3500000E+02 0.5113699E+00 0.6219998E-02
 0.8000000E-01 0.4323123E-02 0.3500000E+02 0.4303899E+00 0.1636736E-01
 0.1300000E-02 0.3420492E+00 0.4500000E+02 0.1279872E+01 0.1448357E-01
 0.2000000E-02 0.2223320E+00 0.4500000E+02 0.1115353E+01 0.1342838E-01
 0.3200000E-02 0.1389575E+00 0.4500000E+02 0.9783708E+00 0.1147455E-01
 0.5000000E-02 0.8893280E-01 0.4500000E+02 0.8824250E+00 0.1034534E-01
 0.8000000E-02 0.5558300E-01 0.4500000E+02 0.7521619E+00 0.9037175E-02
 0.1300000E-01 0.3420493E-01 0.4500000E+02 0.6474129E+00 0.9149299E-02
 0.2510000E-01 0.1771570E-01 0.4500000E+02 0.5342873E+00 0.7099948E-02
 0.8000000E-01 0.5558300E-02 0.4500000E+02 0.4092778E+00 0.1601427E-01
 0.2000000E-02 0.2964427E+00 0.6000000E+02 0.1227239E+01 0.1513691E-01
 0.3200000E-02 0.1852767E+00 0.6000000E+02 0.1052163E+01 0.1242873E-01
 0.5000000E-02 0.1185771E+00 0.6000000E+02 0.8939968E+00 0.1055928E-01
 0.8000000E-02 0.7411067E-01 0.6000000E+02 0.7943671E+00 0.1008621E-01
 0.1300000E-01 0.4560656E-01 0.6000000E+02 0.6798860E+00 0.9855313E-02
 0.2000000E-01 0.2964427E-01 0.6000000E+02 0.5929854E+00 0.9325697E-02
 0.3980000E-01 0.1489662E-01 0.6000000E+02 0.5139092E+00 0.9458666E-02
 0.1300000E+00 0.4560657E-02 0.6000000E+02 0.3736726E+00 0.1763758E-01
 0.3200000E-02 0.2779150E+00 0.9000000E+02 0.1136719E+01 0.1643755E-01
 0.5000000E-02 0.1778656E+00 0.9000000E+02 0.9967117E+00 0.1344484E-01
 0.8000000E-02 0.1111660E+00 0.9000000E+02 0.8657739E+00 0.1221184E-01
 0.1300000E-01 0.6840985E-01 0.9000000E+02 0.7306110E+00 0.1218400E-01
 0.2000000E-01 0.4446640E-01 0.9000000E+02 0.6191898E+00 0.9959967E-02
 0.3980000E-01 0.2234493E-01 0.9000000E+02 0.5088655E+00 0.8789327E-02
 0.1300000E+00 0.6840985E-02 0.9000000E+02 0.3512521E+00 0.1031407E-01
 0.5000000E-02 0.2371542E+00 0.1200000E+03 0.1019933E+01 0.1610363E-01
 0.8000000E-02 0.1482213E+00 0.1200000E+03 0.8702043E+00 0.1328872E-01
 0.1300000E-01 0.9121313E-01 0.1200000E+03 0.7390376E+00 0.1274460E-01
 0.2000000E-01 0.5928854E-01 0.1200000E+03 0.6431099E+00 0.1092584E-01
 0.3200000E-01 0.3705534E-01 0.1200000E+03 0.5643275E+00 0.1173905E-01
 0.6310000E-01 0.1879193E-01 0.1200000E+03 0.4505290E+00 0.8491265E-02
 0.2000000E+00 0.5928854E-02 0.1200000E+03 0.3091099E+00 0.1119826E-01
 0.2000000E-01 0.7411067E-01 0.1500000E+03 0.6611886E+00 0.1318142E-01
 0.3200000E-01 0.4631917E-01 0.1500000E+03 0.5608987E+00 0.1328406E-01
 0.6310000E-01 0.2348991E-01 0.1500000E+03 0.4439376E+00 0.9835997E-02
 0.2000000E+00 0.7411067E-02 0.1500000E+03 0.2982340E+00 0.1037176E-01
 0.3200000E-04 0.4631917E+00 0.1500000E+01 0.7960159E+00 0.2966845E-01
 0.5000000E-04 0.2964427E+00 0.1500000E+01 0.7446232E+00 0.3183246E-01
 0.8000000E-04 0.1852767E+00 0.1500000E+01 0.7001978E+00 0.5570569E-01
 0.3270000E-04 0.6043683E+00 0.2000000E+01 0.8159583E+00 0.5230797E-01
 0.5000000E-04 0.3952569E+00 0.2000000E+01 0.8354095E+00 0.2402779E-01
 0.8000000E-04 0.2470356E+00 0.2000000E+01 0.7475484E+00 0.2123697E-01
 0.1300000E-03 0.1520219E+00 0.2000000E+01 0.7222574E+00 0.2290961E-01
 0.2000000E-03 0.9881423E-01 0.2000000E+01 0.6487627E+00 0.2094186E-01
 0.3200000E-03 0.6175889E-01 0.2000000E+01 0.6252937E+00 0.2112555E-01
 0.5000000E-03 0.3952569E-01 0.2000000E+01 0.6059191E+00 0.2250540E-01
 0.1000000E-02 0.1976285E-01 0.2000000E+01 0.5109260E+00 0.1655352E-01
 0.3200000E-02 0.6175890E-02 0.2000000E+01 0.4243475E+00 0.1942022E-01
 0.4090000E-04 0.6039990E+00 0.2500000E+01 0.9084739E+00 0.5767364E-01
 0.5000000E-04 0.4940712E+00 0.2500000E+01 0.8138719E+00 0.1499791E-01
 0.8000000E-04 0.3087945E+00 0.2500000E+01 0.8253583E+00 0.1609169E-01
 0.1300000E-03 0.1900274E+00 0.2500000E+01 0.7427527E+00 0.1022686E-01
 0.2000000E-03 0.1235178E+00 0.2500000E+01 0.7016717E+00 0.1947145E-01
 0.3200000E-03 0.7719862E-01 0.2500000E+01 0.6430816E+00 0.1448547E-01
 0.5000000E-03 0.4940711E-01 0.2500000E+01 0.6076882E+00 0.1369845E-01
 0.8000000E-03 0.3087945E-01 0.2500000E+01 0.5617148E+00 0.1615012E-01
 0.1580000E-02 0.1563516E-01 0.2500000E+01 0.5215280E+00 0.1398474E-01
 0.5000000E-02 0.4940711E-02 0.2500000E+01 0.4103185E+00 0.1614738E-01
 0.5730000E-04 0.6035773E+00 0.3500000E+01 0.9817915E+00 0.3840412E-01
 0.8000000E-04 0.4323123E+00 0.3500000E+01 0.9385068E+00 0.1583822E-01
 0.1300000E-03 0.2660383E+00 0.3500000E+01 0.8874142E+00 0.1298705E-01
 0.2000000E-03 0.1729249E+00 0.3500000E+01 0.8332652E+00 0.1215230E-01
 0.3200000E-03 0.1080781E+00 0.3500000E+01 0.7840323E+00 0.1221779E-01
 0.5000000E-03 0.6916995E-01 0.3500000E+01 0.7295547E+00 0.1170249E-01
 0.8000000E-03 0.4323123E-01 0.3500000E+01 0.6545198E+00 0.1257196E-01
 0.1300000E-02 0.2660383E-01 0.3500000E+01 0.6140679E+00 0.1189464E-01
 0.2510000E-02 0.1377888E-01 0.3500000E+01 0.5269007E+00 0.6232466E-02
 0.8000000E-02 0.4323122E-02 0.3500000E+01 0.4413259E+00 0.7608181E-02
 0.8180000E-04 0.6039990E+00 0.5000000E+01 0.1132883E+01 0.2488767E-01
 0.1300000E-03 0.3800547E+00 0.5000000E+01 0.1046769E+01 0.1515187E-01
 0.2000000E-03 0.2470356E+00 0.5000000E+01 0.9844515E+00 0.1432607E-01
 0.3200000E-03 0.1543972E+00 0.5000000E+01 0.9168385E+00 0.1455445E-01
 0.5000000E-03 0.9881423E-01 0.5000000E+01 0.8243933E+00 0.1253610E-01
 0.8000000E-03 0.6175889E-01 0.5000000E+01 0.7199014E+00 0.1353416E-01
 0.1300000E-02 0.3800547E-01 0.5000000E+01 0.6767491E+00 0.1296386E-01
 0.2000000E-02 0.2470356E-01 0.5000000E+01 0.6278284E+00 0.1225071E-01
 0.3980000E-02 0.1241385E-01 0.5000000E+01 0.5496314E+00 0.9245151E-02
 0.1300000E-01 0.3800547E-02 0.5000000E+01 0.4220860E+00 0.1373696E-01
 0.8000000E-04 0.8028656E+00 0.6500000E+01 0.1146073E+01 0.2991758E-01
