3.10500e-07	8.05681e-02	4.50000e-02
7.45200e-07	7.68585e-02	4.50000e-02
1.17990e-06	7.49510e-02	4.50000e-02
1.61460e-06	7.36636e-02	4.50000e-02
2.04930e-06	7.26924e-02	4.50000e-02
3.31000e-05	2.98486e-01	3.50000e-01
7.94400e-05	2.72658e-01	3.50000e-01
1.25780e-04	2.59510e-01	3.50000e-01
1.72120e-04	2.50701e-01	3.50000e-01
2.18460e-04	2.44095e-01	3.50000e-01
4.48500e-07	1.08639e-01	6.50000e-02
1.07640e-06	1.03259e-01	6.50000e-02
1.70430e-06	1.00492e-01	6.50000e-02
2.33220e-06	9.86242e-02	6.50000e-02
2.96010e-06	9.72154e-02	6.50000e-02
6.50000e-05	2.78487e-01	3.50000e-01
1.56000e-04	2.53448e-01	3.50000e-01
2.47000e-04	2.40724e-01	3.50000e-01
3.38000e-04	2.32210e-01	3.50000e-01
4.29000e-04	2.25831e-01	3.50000e-01
5.10000e-07	1.07840e-01	6.50000e-02
1.22400e-06	1.02481e-01	6.50000e-02
1.93800e-06	9.97248e-02	6.50000e-02
2.65200e-06	9.78637e-02	6.50000e-02
3.36600e-06	9.64598e-02	6.50000e-02
1.10000e-04	2.63316e-01	3.50000e-01
2.64000e-04	2.38906e-01	3.50000e-01
4.18000e-04	2.26522e-01	3.50000e-01
5.72000e-04	2.18245e-01	3.50000e-01
7.26000e-04	2.12050e-01	3.50000e-01
5.85000e-07	1.34486e-01	8.50000e-02
1.40400e-06	1.27429e-01	8.50000e-02
2.22300e-06	1.23800e-01	8.50000e-02
3.04200e-06	1.21351e-01	8.50000e-02
3.86100e-06	1.19503e-01	8.50000e-02
2.50000e-04	2.40394e-01	3.50000e-01
6.00000e-04	2.16996e-01	3.50000e-01
9.50000e-04	2.05164e-01	3.50000e-01
1.30000e-03	1.97272e-01	3.50000e-01
1.65000e-03	1.91376e-01	3.50000e-01
6.70000e-07	1.33379e-01	8.50000e-02
1.60800e-06	1.26352e-01	8.50000e-02
2.54600e-06	1.22738e-01	8.50000e-02
3.48400e-06	1.20298e-01	8.50000e-02
4.42200e-06	1.18458e-01	8.50000e-02
1.25500e-03	1.98151e-01	3.50000e-01
3.01200e-03	1.76892e-01	3.50000e-01
4.76900e-03	1.66232e-01	3.50000e-01
6.52600e-03	1.59160e-01	3.50000e-01
8.28300e-03	1.53897e-01	3.50000e-01
7.80000e-07	1.32145e-01	8.50000e-02
1.87200e-06	1.25151e-01	8.50000e-02
2.96400e-06	1.21553e-01	8.50000e-02
4.05600e-06	1.19123e-01	8.50000e-02
5.14800e-06	1.17290e-01	8.50000e-02
4.41500e-06	3.99769e-01	4.00000e-01
1.05960e-05	3.67636e-01	4.00000e-01
1.67770e-05	3.51258e-01	4.00000e-01
2.29580e-05	3.40273e-01	4.00000e-01
2.91390e-05	3.32028e-01	4.00000e-01
7.55000e-07	1.64440e-01	1.10000e-01
1.81200e-06	1.55285e-01	1.10000e-01
2.86900e-06	1.50579e-01	1.10000e-01
3.92600e-06	1.47403e-01	1.10000e-01
4.98300e-06	1.45009e-01	1.10000e-01
5.50000e-06	3.91589e-01	4.00000e-01
1.32000e-05	3.59763e-01	4.00000e-01
2.09000e-05	3.43546e-01	4.00000e-01
2.86000e-05	3.32670e-01	4.00000e-01
3.63000e-05	3.24509e-01	4.00000e-01
8.65000e-07	1.63001e-01	1.10000e-01
2.07600e-06	1.53886e-01	1.10000e-01
3.28700e-06	1.49198e-01	1.10000e-01
4.49800e-06	1.46035e-01	1.10000e-01
5.70900e-06	1.43650e-01	1.10000e-01
6.65000e-06	3.84583e-01	4.00000e-01
1.59600e-05	3.53021e-01	4.00000e-01
2.52700e-05	3.36943e-01	4.00000e-01
3.45800e-05	3.26163e-01	4.00000e-01
4.38900e-05	3.18075e-01	4.00000e-01
1.01000e-06	1.61369e-01	1.10000e-01
2.42400e-06	1.52298e-01	1.10000e-01
3.83800e-06	1.47632e-01	1.10000e-01
5.25200e-06	1.44483e-01	1.10000e-01
6.66600e-06	1.42107e-01	1.10000e-01
8.50000e-06	3.75611e-01	4.00000e-01
2.04000e-05	3.44392e-01	4.00000e-01
3.23000e-05	3.28494e-01	4.00000e-01
4.42000e-05	3.17837e-01	4.00000e-01
5.61000e-05	3.09843e-01	4.00000e-01
1.21500e-06	1.59433e-01	1.10000e-01
2.91600e-06	1.50414e-01	1.10000e-01
4.61700e-06	1.45773e-01	1.10000e-01
6.31800e-06	1.42640e-01	1.10000e-01
8.01900e-06	1.40277e-01	1.10000e-01
1.10000e-05	3.66290e-01	4.00000e-01
2.64000e-05	3.35430e-01	4.00000e-01
4.18000e-05	3.19722e-01	4.00000e-01
5.72000e-05	3.09196e-01	4.00000e-01
7.26000e-05	3.01302e-01	4.00000e-01
1.03500e-06	2.08127e-01	1.50000e-01
2.48400e-06	1.95625e-01	1.50000e-01
3.93300e-06	1.89202e-01	1.50000e-01
5.38200e-06	1.84871e-01	1.50000e-01
6.83100e-06	1.81606e-01	1.50000e-01
1.84000e-05	3.48008e-01	4.00000e-01
4.41600e-05	3.17868e-01	4.00000e-01
6.99200e-05	3.02541e-01	4.00000e-01
9.56800e-05	2.92278e-01	4.00000e-01
1.21440e-04	2.84586e-01	4.00000e-01
1.18000e-06	2.06232e-01	1.50000e-01
2.83200e-06	1.93783e-01	1.50000e-01
4.48400e-06	1.87387e-01	1.50000e-01
6.13600e-06	1.83072e-01	1.50000e-01
7.78800e-06	1.79821e-01	1.50000e-01
4.41500e-05	3.17875e-01	4.00000e-01
1.05960e-04	2.88974e-01	4.00000e-01
1.67770e-04	2.74310e-01	4.00000e-01
2.29580e-04	2.64506e-01	4.00000e-01
2.91390e-04	2.57167e-01	4.00000e-01
1.38000e-06	2.03979e-01	1.50000e-01
3.31200e-06	1.91593e-01	1.50000e-01
5.24400e-06	1.85228e-01	1.50000e-01
7.17600e-06	1.80934e-01	1.50000e-01
9.10800e-06	1.77697e-01	1.50000e-01
8.80000e-05	2.95000e-01	4.00000e-01
2.11200e-04	2.67098e-01	4.00000e-01
3.34400e-04	2.52973e-01	4.00000e-01
4.57600e-04	2.43544e-01	4.00000e-01
5.80800e-04	2.36493e-01	4.00000e-01
1.65500e-06	2.01379e-01	1.50000e-01
3.97200e-06	1.89065e-01	1.50000e-01
6.28900e-06	1.82735e-01	1.50000e-01
8.60600e-06	1.78465e-01	1.50000e-01
1.09230e-05	1.75246e-01	1.50000e-01
1.47000e-04	2.78491e-01	4.00000e-01
3.52800e-04	2.51351e-01	4.00000e-01
5.58600e-04	2.37638e-01	4.00000e-01
7.64400e-04	2.28497e-01	4.00000e-01
9.70200e-04	2.21668e-01	4.00000e-01
2.07000e-06	1.98199e-01	1.50000e-01
4.96800e-06	1.85972e-01	1.50000e-01
7.86600e-06	1.79685e-01	1.50000e-01
1.07640e-05	1.75443e-01	1.50000e-01
1.36620e-05	1.72244e-01	1.50000e-01
3.15500e-04	2.54741e-01	4.00000e-01
7.57200e-04	2.28770e-01	4.00000e-01
1.19890e-03	2.15694e-01	4.00000e-01
1.64060e-03	2.06996e-01	4.00000e-01
2.08230e-03	2.00510e-01	4.00000e-01
2.51000e-06	1.95478e-01	1.50000e-01
6.02400e-06	1.83325e-01	1.50000e-01
9.53800e-06	1.77074e-01	1.50000e-01
1.30520e-05	1.72855e-01	1.50000e-01
1.65660e-05	1.69675e-01	1.50000e-01
3.66000e-06	4.80111e-01	5.00000e-01
8.78400e-06	4.39745e-01	5.00000e-01
1.39080e-05	4.19228e-01	5.00000e-01
1.90320e-05	4.05491e-01	5.00000e-01
2.41560e-05	3.95195e-01	5.00000e-01
1.57500e-06	2.54900e-01	2.00000e-01
3.78000e-06	2.38313e-01	2.00000e-01
5.98500e-06	2.29802e-01	2.00000e-01
8.19000e-06	2.24066e-01	2.00000e-01
1.03950e-05	2.19746e-01	2.00000e-01
4.30000e-06	4.72555e-01	5.00000e-01
1.03200e-05	4.32497e-01	5.00000e-01
1.63400e-05	4.12143e-01	5.00000e-01
2.23600e-05	3.98517e-01	5.00000e-01
2.83800e-05	3.88306e-01	5.00000e-01
1.84000e-06	2.51917e-01	2.00000e-01
4.41600e-06	2.35418e-01	2.00000e-01
6.99200e-06	2.26951e-01	2.00000e-01
9.56800e-06	2.21245e-01	2.00000e-01
1.21440e-05	2.16946e-01	2.00000e-01
7.90000e-06	4.44547e-01	5.00000e-01
1.89600e-05	4.05656e-01	5.00000e-01
3.00200e-05	3.85919e-01	5.00000e-01
4.10800e-05	3.72717e-01	5.00000e-01
5.21400e-05	3.62831e-01	5.00000e-01
2.20500e-06	2.48466e-01	2.00000e-01
5.29200e-06	2.32068e-01	2.00000e-01
8.37900e-06	2.23651e-01	2.00000e-01
1.14660e-05	2.17979e-01	2.00000e-01
1.45530e-05	2.13706e-01	2.00000e-01
1.06000e-05	4.31299e-01	5.00000e-01
2.54400e-05	3.92975e-01	5.00000e-01
4.02800e-05	3.73539e-01	5.00000e-01
5.51200e-05	3.60545e-01	5.00000e-01
6.99600e-05	3.50817e-01	5.00000e-01
2.76000e-06	2.44215e-01	2.00000e-01
6.62400e-06	2.27940e-01	2.00000e-01
1.04880e-05	2.19585e-01	2.00000e-01
1.43520e-05	2.13954e-01	2.00000e-01
1.82160e-05	2.09713e-01	2.00000e-01
1.38000e-05	4.19572e-01	5.00000e-01
3.31200e-05	3.81759e-01	5.00000e-01
5.24400e-05	3.62595e-01	5.00000e-01
7.17600e-05	3.49788e-01	5.00000e-01
9.10800e-05	3.40204e-01	5.00000e-01
3.34500e-06	2.40600e-01	2.00000e-01
8.02800e-06	2.24430e-01	2.00000e-01
1.27110e-05	2.16127e-01	2.00000e-01
1.73940e-05	2.10532e-01	2.00000e-01
2.20770e-05	2.06316e-01	2.00000e-01
1.99000e-05	4.03555e-01	5.00000e-01
4.77600e-05	3.66455e-01	5.00000e-01
7.56200e-05	3.47671e-01	5.00000e-01
1.03480e-04	3.35127e-01	5.00000e-01
1.31340e-04	3.25744e-01	5.00000e-01
4.24500e-06	2.36152e-01	2.00000e-01
1.01880e-05	2.20109e-01	2.00000e-01
1.61310e-05	2.11871e-01	2.00000e-01
2.20740e-05	2.06318e-01	2.00000e-01
2.80170e-05	2.02135e-01	2.00000e-01
5.00000e-05	3.64560e-01	5.00000e-01
1.20000e-04	3.29282e-01	5.00000e-01
1.90000e-04	3.11476e-01	5.00000e-01
2.60000e-04	2.99609e-01	5.00000e-01
3.30000e-04	2.90747e-01	5.00000e-01
5.50000e-06	2.31357e-01	2.00000e-01
1.32000e-05	2.15451e-01	2.00000e-01
2.09000e-05	2.07282e-01	2.00000e-01
2.86000e-05	2.01775e-01	2.00000e-01
3.63000e-05	1.97627e-01	2.00000e-01
1.25500e-04	3.27524e-01	5.00000e-01
3.01200e-04	2.94125e-01	5.00000e-01
4.76900e-04	2.77331e-01	5.00000e-01
6.52600e-04	2.66167e-01	5.00000e-01
8.28300e-04	2.57845e-01	5.00000e-01
1.99000e-05	2.08148e-01	2.00000e-01
4.77600e-05	1.92892e-01	2.00000e-01
7.56200e-05	1.85055e-01	2.00000e-01
1.03480e-04	1.79774e-01	2.00000e-01
1.31340e-04	1.75797e-01	2.00000e-01
1.84000e-04	3.12703e-01	5.00000e-01
4.41600e-04	2.80106e-01	5.00000e-01
6.99200e-04	2.63745e-01	5.00000e-01
9.56800e-04	2.52881e-01	5.00000e-01
1.21440e-03	2.44791e-01	5.00000e-01
1.25500e-04	1.76553e-01	2.00000e-01
3.01200e-04	1.62200e-01	2.00000e-01
4.76900e-04	1.54843e-01	2.00000e-01
6.52600e-04	1.49894e-01	2.00000e-01
8.28300e-04	1.46173e-01	2.00000e-01
4.00000e-04	2.83697e-01	5.00000e-01
