1.00000e-02	1.83940e-01
1.12202e-02	2.04843e-01
1.25893e-02	2.27985e-01
1.41254e-02	2.53580e-01
1.58489e-02	2.81855e-01
1.77828e-02	3.13052e-01
1.99526e-02	3.47426e-01
2.23872e-02	3.85246e-01
2.51189e-02	4.26789e-01
2.81838e-02	4.72338e-01
3.16228e-02	5.22175e-01
3.54813e-02	5.76570e-01
3.98107e-02	6.35767e-01
4.46684e-02	6.99972e-01
5.01187e-02	7.69323e-01
5.62341e-02	8.43866e-01
6.30957e-02	9.23523e-01
7.07946e-02	1.00805e+00
7.94328e-02	1.09698e+00
8.91251e-02	1.18960e+00
1.00000e-01	1.28486e+00
1.12202e-01	1.38132e+00
1.25893e-01	1.47712e+00
1.41254e-01	1.56991e+00
1.58489e-01	1.65681e+00
1.77828e-01	1.73450e+00
1.99526e-01	1.79926e+00
2.23872e-01	1.84726e+00
2.51189e-01	1.87479e+00
2.81838e-01	1.87883e+00
3.16228e-01	1.85752e+00
3.54813e-01	1.81072e+00
3.98107e-01	1.74045e+00
4.46684e-01	1.65105e+00
5.01187e-01	1.54889e+00
5.62341e-01	1.44160e+00
6.30957e-01	1.33679e+00
7.07946e-01	1.24033e+00
7.94328e-01	1.15472e+00
8.91251e-01	1.07808e+00
1.00000e+00	1.00458e+00
1.12202e+00	9.26772e-01
1.25893e+00	8.39056e-01
1.41254e+00	7.40202e-01
1.58489e+00	6.33398e-01
1.77828e+00	5.24415e-01
1.99526e+00	4.19569e-01
2.23872e+00	3.24328e-01
2.51189e+00	2.42487e-01
2.81838e+00	1.75812e-01
3.16228e+00	1.24139e-01
