0 4 2.30e+01, 2.90e-01, 3.00e+00, 1.26e+00, 2.00e+00, r integrated from 0 to 30.000000 

nf=5	N_CHEB=16	N_DATA=181.

    5.716e+03 (32.480), in 3.3e-01 sec
1 4 2.40e+01, 2.90e-01, 3.00e+00, 1.26e+00, 2.00e+00,     9.243e+03 (52.518), in 5.4e-02 sec
33 4 1.99e+01, 2.83e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.712e+02 (4.950), in 5.4e-02 sec
34 4 1.97e+01, 2.84e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.736e+02 (4.964), in 5.3e-02 sec
35 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.694e+02 (4.940), in 5.4e-02 sec
36 4 1.99e+01, 2.76e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.846e+02 (5.026), in 5.4e-02 sec
37 4 1.98e+01, 2.87e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.688e+02 (4.936), in 5.3e-02 sec
38 4 1.97e+01, 2.87e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.720e+02 (4.955), in 5.3e-02 sec
39 4 1.98e+01, 2.84e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.689e+02 (4.937), in 5.4e-02 sec
40 4 1.99e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.697e+02 (4.941), in 5.4e-02 sec
41 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.685e+02 (4.935), in 5.4e-02 sec
42 4 1.98e+01, 2.88e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.695e+02 (4.941), in 5.4e-02 sec
43 4 1.98e+01, 2.84e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.685e+02 (4.934), in 5.4e-02 sec
44 4 1.98e+01, 2.87e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.692e+02 (4.939), in 5.3e-02 sec
45 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.684e+02 (4.934), in 5.3e-02 sec
46 4 1.98e+01, 2.82e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.705e+02 (4.946), in 5.3e-02 sec
47 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.683e+02 (4.933), in 5.3e-02 sec
48 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.683e+02 (4.934), in 5.3e-02 sec
49 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.683e+02 (4.933), in 5.3e-02 sec
50 4 1.98e+01, 2.87e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.683e+02 (4.934), in 5.3e-02 sec
51 4 1.98e+01, 2.88e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.691e+02 (4.938), in 5.4e-02 sec
52 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.682e+02 (4.933), in 5.4e-02 sec
53 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.683e+02 (4.934), in 5.3e-02 sec
54 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.682e+02 (4.933), in 5.3e-02 sec
55 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.682e+02 (4.933), in 5.4e-02 sec
56 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.683e+02 (4.933), in 5.4e-02 sec
57 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.682e+02 (4.933), in 5.3e-02 sec
58 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.681e+02 (4.933), in 5.3e-02 sec
59 4 2.08e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00, r integrated from 0 to 30.000000 

nf=5	N_CHEB=32	N_DATA=181.

    1.264e+03 (7.181), in 6.7e-01 sec
60 4 1.94e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     9.910e+02 (5.631), in 1.2e-01 sec
61 4 2.00e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.776e+02 (4.986), in 1.2e-01 sec
62 4 2.00e+01, 3.37e-01, 2.99e+00, 1.26e+00, 2.00e+00,     1.204e+03 (6.839), in 1.2e-01 sec
63 4 2.00e+01, 2.66e-01, 2.99e+00, 1.26e+00, 2.00e+00,     9.530e+02 (5.415), in 1.2e-01 sec
64 4 2.00e+01, 2.93e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.799e+02 (5.000), in 1.2e-01 sec
65 4 2.00e+01, 2.93e-01, 3.00e+00, 1.26e+00, 2.00e+00,     8.827e+02 (5.015), in 1.2e-01 sec
66 4 2.00e+01, 2.93e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.789e+02 (4.994), in 1.2e-01 sec
67 4 2.00e+01, 2.93e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.804e+02 (5.002), in 1.2e-01 sec
68 4 1.99e+01, 2.83e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.801e+02 (5.000), in 1.2e-01 sec
69 4 1.99e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.757e+02 (4.976), in 1.2e-01 sec
70 4 1.98e+01, 2.77e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.978e+02 (5.101), in 1.2e-01 sec
71 4 1.99e+01, 2.89e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.746e+02 (4.969), in 1.2e-01 sec
72 4 1.98e+01, 2.88e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.810e+02 (5.006), in 1.2e-01 sec
73 4 1.99e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.752e+02 (4.973), in 1.2e-01 sec
74 4 1.99e+01, 2.89e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.744e+02 (4.968), in 1.2e-01 sec
75 4 1.98e+01, 2.89e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.769e+02 (4.983), in 1.2e-01 sec
76 4 1.99e+01, 2.87e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.746e+02 (4.969), in 1.2e-01 sec
77 4 1.99e+01, 2.89e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.755e+02 (4.974), in 1.2e-01 sec
78 4 1.99e+01, 2.87e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.746e+02 (4.969), in 1.2e-01 sec
79 4 1.99e+01, 2.88e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.750e+02 (4.972), in 1.2e-01 sec
80 4 1.99e+01, 2.88e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.746e+02 (4.969), in 1.2e-01 sec
81 4 1.99e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.760e+02 (4.977), in 1.2e-01 sec
82 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.856e+02 (5.032), in 1.2e-01 sec
83 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.786e+02 (4.992), in 1.2e-01 sec
84 4 1.98e+01, 2.89e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.767e+02 (4.981), in 1.2e-01 sec
85 4 1.98e+01, 2.84e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.806e+02 (5.004), in 1.2e-01 sec
86 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.780e+02 (4.989), in 1.2e-01 sec
87 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.781e+02 (4.989), in 1.2e-01 sec
88 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.780e+02 (4.988), in 1.2e-01 sec
89 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.780e+02 (4.989), in 1.2e-01 sec
90 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.788e+02 (4.993), in 1.2e-01 sec
91 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.786e+02 (4.992), in 1.2e-01 sec
92 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.786e+02 (4.992), in 1.2e-01 sec
93 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.809e+02 (5.005), in 1.2e-01 sec
94 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.799e+02 (4.999), in 1.2e-01 sec
95 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.793e+02 (4.996), in 1.2e-01 sec
96 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
97 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.798e+02 (4.999), in 1.2e-01 sec
98 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.798e+02 (4.999), in 1.2e-01 sec
99 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.798e+02 (4.999), in 1.2e-01 sec
100 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.798e+02 (4.999), in 1.2e-01 sec
101 4 1.98e+01, 2.86e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.799e+02 (5.000), in 1.2e-01 sec
102 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.799e+02 (5.000), in 1.2e-01 sec
103 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.799e+02 (4.999), in 1.2e-01 sec
104 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.803e+02 (5.002), in 1.2e-01 sec
105 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.801e+02 (5.001), in 1.2e-01 sec
106 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.800e+02 (5.000), in 1.2e-01 sec
107 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
108 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.801e+02 (5.001), in 1.2e-01 sec
109 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.801e+02 (5.001), in 1.2e-01 sec
110 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.801e+02 (5.001), in 1.2e-01 sec
111 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.801e+02 (5.001), in 1.2e-01 sec
112 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.801e+02 (5.001), in 1.2e-01 sec
113 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.801e+02 (5.001), in 1.2e-01 sec
114 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.801e+02 (5.001), in 1.2e-01 sec
115 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
116 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
117 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
118 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
119 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
120 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
121 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
122 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
123 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
124 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
125 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
126 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
127 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
128 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
129 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
130 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
131 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
132 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
133 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
134 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
135 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
136 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
137 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
138 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
139 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
140 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
141 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
142 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
143 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
144 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
145 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
146 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
147 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
148 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
149 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
150 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
151 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
152 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
153 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
154 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
155 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
156 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
157 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
158 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
159 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
160 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
161 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
162 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
163 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
164 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
165 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
166 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
167 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
168 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
169 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
170 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
171 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
172 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
173 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
174 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
175 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
176 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
177 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
178 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
179 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
180 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
181 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
182 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
183 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
184 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
185 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
186 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
187 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
188 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
189 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
190 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
191 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
192 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
193 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
194 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
195 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
196 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
197 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
198 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
199 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
200 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
201 4 1.98e+01, 2.85e-01, 2.99e+00, 1.26e+00, 2.00e+00,     8.802e+02 (5.001), in 1.2e-01 sec
