0 4 2.30e+01, 2.90e-01, 3.00e+00, r integrated from 0 to 30.000000 

nf=5	N_CHEB=48	N_DATA=387.

    7.959e+04 (207.255), in 2.9e+00 sec
105 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 9.5e-02 sec
106 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 9.6e-02 sec
107 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 9.6e-02 sec
108 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 9.6e-02 sec
109 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 9.6e-02 sec
110 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 9.6e-02 sec
111 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 9.6e-02 sec
112 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 9.6e-02 sec
113 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 9.6e-02 sec
114 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 9.6e-02 sec
115 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 9.5e-02 sec
116 4 1.91e+01, 3.22e-01, 2.58e+00, r integrated from 0 to 30.000000 

nf=5	N_CHEB=96	N_DATA=387.

    1.704e+03 (4.438), in 5.9e+00 sec
117 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
118 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
119 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
120 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
121 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
122 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
123 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
124 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
125 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
126 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
127 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
128 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
129 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
130 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
131 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
132 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
133 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
134 4 1.91e+01, 3.22e-01, 2.58e+00,     1.704e+03 (4.438), in 3.6e-01 sec
